OrderNumber,OrderDate,Channel,Warehouse Code,Order Quantity,Unit Price,Unit Cost,Customer Name,Customer Email,Product Name,Channel Code,Channel Alt. Name,Channel Importance,Channel Prior Code,Delivery City
SO - 000246,2014-06-18,Wholesale,AXW291,7,1072.0,643.1999999999999,Actavis Company,jkimw@netscape.com,Product 12,WHOLE,Local,Low,SUPER,"BUCURESTI (Bucharest), Romania"
SO - 000247,2014-06-18,Wholesale,GUT930,11,4020.0,2653.2000000000003,Quimm Company,rhenry7y@squarespace.com,Product 9,WHOLE,Local,Low,SUPER,"Leeds, UK"
SO - 000248,2014-06-18,Wholesale,AXW291,9,984.9,669.7320000000001,Safecor Corp,bchapmanu@geocities.jp,Product 10,WHOLE,Local,Low,SUPER,"BEOGRAD (Belgrade), Serbia"
SO - 000249,2014-06-18,Wholesale,FLR025,12,227.8,100.232,Army Group,aellis34@tiny.cc,Product 5,WHOLE,Local,Low,SUPER,"Duisburg, Germany"
SO - 000250,2014-06-18,Wholesale,AXW291,11,3993.2000000000003,3314.356,Wordware Company,tlopezn@bandcamp.com,Product 8,WHOLE,Local,Low,SUPER,"BUCURESTI (Bucharest), Romania"
SO - 000251,2014-06-18,Distributor,AXW291,10,221.1,185.724,Organon Corp,cwillis1c@theatlantic.com,Product 12,DIST,Regional,Mid,REGIONS,"Marseille, France"
SO - 000252,2014-06-19,Distributor,AXW291,9,3356.7000000000003,2819.628,Topiczoom Corp,tgordondk@diigo.com,Product 13,DIST,Regional,Mid,REGIONS,"SOFIA, Bulgaria"
SO - 000253,2014-06-19,Wholesale,NXH382,6,1701.8,1157.2240000000002,Browsetype Corp,fbutlerco@1und1.de,Product 2,WHOLE,Local,Low,SUPER,"Málaga, Spain"
SO - 000254,2014-06-19,Wholesale,NXH382,5,2566.1,2181.185,Skyble Corp,dperkinsc1@washingtonpost.com,Product 9,WHOLE,Local,Low,SUPER,"Rotterdam, Netherlands"
SO - 000255,2014-06-19,Wholesale,AXW291,12,221.1,126.02699999999999,Linkbuzz Ltd,bsimsla@icio.us,Product 7,WHOLE,Local,Low,SUPER,"SOFIA, Bulgaria"
SO - 000256,2014-06-19,Wholesale,GUT930,9,1782.2,980.2100000000002,BB17 Company,jblackn@spiegel.de,Product 2,WHOLE,Local,Low,SUPER,"Frankfurt am Main, Germany"
SO - 000257,2014-06-19,Wholesale,AXW291,10,2003.3,801.32,Pixoboo Corp,gpalmer43@hexun.com,Product 7,WHOLE,Local,Low,SUPER,"München (Munich), Germany"
SO - 000258,2014-06-19,Wholesale,AXW291,11,2385.2000000000003,1502.6760000000002,Skippad Ltd,jchavezik@aboutads.info,Product 11,WHOLE,Local,Low,SUPER,"PARIS, France"
SO - 000259,2014-06-19,Wholesale,AXW291,11,2231.1,1784.88,Jaxbean Group,jwilliamsonpk@eventbrite.com,Product 8,WHOLE,Local,Low,SUPER,"MADRID, Spain"
SO - 000260,2014-06-19,Wholesale,AXW291,7,1005.0,412.04999999999995,Safecor Corp,bchapmanu@geocities.jp,Product 7,WHOLE,Local,Low,SUPER,"Napoli (Naples), Italy"
SO - 000261,2014-06-19,Distributor,NXH382,12,2693.4,1939.248,Brightdog Corp,esimpson44@canalblog.com,Product 15,DIST,Regional,Mid,REGIONS,"VILNIUS, Lithuania"
SO - 000262,2014-06-19,Wholesale,AXW291,8,1105.5,652.245,Actavis Company,jkimw@netscape.com,Product 15,WHOLE,Local,Low,SUPER,"Dnepropetrovsk, Ukraine"
SO - 000263,2014-06-20,Distributor,AXW291,9,1909.5,1088.415,Vitz Company,pmorales92@naver.com,Product 9,DIST,Regional,Mid,REGIONS,"Milano (Milan), Italy"
SO - 000264,2014-06-20,Distributor,GUT930,8,1118.9,850.364,Muxo Group,hday5g@webnode.com,Product 8,DIST,Regional,Mid,REGIONS,"Lvov, Ukraine"
SO - 000265,2014-06-20,Wholesale,AXW291,10,1038.5,758.105,Centizu Company,sgarcia9k@myspace.com,Product 10,WHOLE,Local,Low,SUPER,"München (Munich), Germany"
SO - 000266,2014-06-20,Distributor,AXW291,6,6324.8,4300.8640000000005,Zooveo Company,jevans0@guardian.co.uk,Product 2,DIST,Regional,Mid,REGIONS,"Birmingham, UK"
SO - 000267,2014-06-20,Wholesale,AXW291,6,1005.0,502.5,Cogilith Group,bnelson17@parallels.com,Product 3,WHOLE,Local,Low,SUPER,"MADRID, Spain"
SO - 000268,2014-06-20,Distributor,GUT930,10,1293.1000000000001,659.4810000000001,Epic Group,sruizd@wikia.com,Product 5,DIST,Regional,Mid,REGIONS,"Lvov, Ukraine"
SO - 000269,2014-06-20,Wholesale,AXW291,5,844.2,540.288,Gigabox Group,jjohnston3t@homestead.com,Product 1,WHOLE,Local,Low,SUPER,"Kharkov, Ukraine"
SO - 000270,2014-06-20,Wholesale,NXH382,8,247.9,195.841,Twinte Group,ebellpi@yandex.ru,Product 3,WHOLE,Local,Low,SUPER,"Málaga, Spain"
SO - 000271,2014-06-20,Wholesale,GUT930,12,174.20000000000002,139.36,Aveda Group,swilson46@freewebs.com,Product 7,WHOLE,Local,Low,SUPER,"Leeds, UK"
SO - 000272,2014-06-21,Wholesale,NXH382,9,1025.1000000000001,707.3190000000001,Ozu Ltd,rburns9i@usda.gov,Product 9,WHOLE,Local,Low,SUPER,"Rotterdam, Netherlands"
SO - 000273,2014-06-21,Export,FLR025,9,3068.6,2301.45,Omba Group,fbryant5n@alibaba.com,Product 9,EXP,International,High,INTL,"Duisburg, Germany"
SO - 000274,2014-06-21,Distributor,AXW291,7,241.20000000000002,115.77600000000001,US Ltd,astone14@shareasale.com,Product 12,DIST,Regional,Mid,REGIONS,"Napoli (Naples), Italy"
SO - 000275,2014-06-21,Distributor,GUT930,10,174.20000000000002,139.36,Skyble Corp,dperkinsc1@washingtonpost.com,Product 1,DIST,Regional,Mid,REGIONS,"Kraków, Poland"
SO - 000276,2014-06-21,Export,AXW291,7,2505.8,1804.1760000000002,Eayo Company,jcastillo1w@independent.co.uk,Product 7,EXP,International,High,INTL,"PARIS, France"
SO - 000277,2014-06-21,Wholesale,GUT930,11,2599.6,1637.748,Divanoodle Ltd,cgarrettkj@ted.com,Product 1,WHOLE,Local,Low,SUPER,"Palermo, Italy"
SO - 000278,2014-06-21,Export,AXW291,12,2278.0,1503.48,Snaptags Ltd,jsullivangr@sun.com,Product 5,EXP,International,High,INTL,"Zaporozhye, Ukraine"
SO - 000279,2014-06-22,Wholesale,FLR025,12,1092.1000000000001,589.7340000000002,Organon Corp,cwillis1c@theatlantic.com,Product 10,WHOLE,Local,Low,SUPER,"Mykolaiv, Ukraine"
SO - 000280,2014-06-22,Wholesale,AXW291,9,1139.0,933.9799999999999,Geiss Company,lharrison3v@eepurl.com,Product 8,WHOLE,Local,Low,SUPER,"BUDAPEST, Hungary"
SO - 000281,2014-06-22,Export,FLR025,11,1675.0,1072.0,Skyble Corp,dperkinsc1@washingtonpost.com,Product 9,EXP,International,High,INTL,"SARAJEVO, Bosnia"
SO - 000282,2014-06-22,Export,GUT930,7,1011.7,687.9560000000001,Neutrogena Ltd,aharveyd3@flavors.me,Product 5,EXP,International,High,INTL,"Sevilla, Spain"
SO - 000283,2014-06-22,Wholesale,AXW291,12,938.0,412.72,Topco Company,phenry4a@samsung.com,Product 14,WHOLE,Local,Low,SUPER,"Birmingham, UK"
SO - 000284,2014-06-22,Distributor,AXW291,10,2566.1,1052.1009999999999,Bluezoom Group,dwallace1v@unblog.fr,Product 12,DIST,Regional,Mid,REGIONS,"MINSK, Belarus"
SO - 000285,2014-06-23,Wholesale,GUT930,12,871.0,374.53,Gabvine Ltd,aturner9s@webs.com,Product 9,WHOLE,Local,Low,SUPER,"Lvov, Ukraine"
SO - 000286,2014-06-23,Wholesale,AXW291,9,2485.7000000000003,1789.7040000000002,True Ltd,bcollins1t@prweb.com,Product 7,WHOLE,Local,Low,SUPER,"Barcelona, Spain"
SO - 000287,2014-06-23,Distributor,FLR025,9,2345.0,1922.8999999999999,Skyble Corp,dperkinsc1@washingtonpost.com,Product 11,DIST,Regional,Mid,REGIONS,"KOBENHAVN (Copenhagen), Denmark"
SO - 000288,2014-06-23,Distributor,AXW291,12,1118.9,749.6630000000001,Viva Ltd,wyoungoo@ucla.edu,Product 3,DIST,Regional,Mid,REGIONS,"Hamburg, Germany"
SO - 000289,2014-06-23,Wholesale,AXW291,7,1996.6000000000001,1397.6200000000001,Kazu Corp,jwoodo@mit.edu,Product 1,WHOLE,Local,Low,SUPER,"BERLIN, Germany"
SO - 000290,2014-06-23,Distributor,AXW291,6,710.2,390.61000000000007,Talane Group,ajacobs49@ow.ly,Product 4,DIST,Regional,Mid,REGIONS,"Birmingham, UK"
SO - 000291,2014-06-23,Export,GUT930,6,3979.8,1790.91,Viva Ltd,wyoungoo@ucla.edu,Product 12,EXP,International,High,INTL,"Valencia, Spain"
SO - 000292,2014-06-23,Distributor,FLR025,6,1025.1000000000001,440.79300000000006,Epic Group,sruizd@wikia.com,Product 15,DIST,Regional,Mid,REGIONS,"SARAJEVO, Bosnia"
SO - 000293,2014-06-23,Distributor,GUT930,8,2519.2000000000003,1309.9840000000002,Realbridge Corp,sross1f@xrea.com,Product 6,DIST,Regional,Mid,REGIONS,"Kraków, Poland"
SO - 000294,2014-06-23,Wholesale,AXW291,8,5031.7,3471.8729999999996,Walgreen Corp,aparker1l@pcworld.com,Product 11,WHOLE,Local,Low,SUPER,"ZAGREB, Croatia"
SO - 000295,2014-06-24,Wholesale,NXH382,10,1829.1000000000001,768.222,Ascend Ltd,wwilliamson1g@about.me,Product 12,WHOLE,Local,Low,SUPER,"LISBOA (Lisbon), Portugal"
SO - 000296,2014-06-24,Wholesale,NXH382,11,1072.0,900.48,Jabbercube Corp,dkennedyaj@intel.com,Product 1,WHOLE,Local,Low,SUPER,"Düsseldorf, Germany"
SO - 000297,2014-06-24,Wholesale,GUT930,10,2539.3,1828.296,WOCKHARDT Group,mcarter8x@feedburner.com,Product 12,WHOLE,Local,Low,SUPER,"Frankfurt am Main, Germany"
SO - 000298,2014-06-24,Distributor,NXH382,8,3899.4,2027.688,Neutrogena Ltd,aharveyd3@flavors.me,Product 8,DIST,Regional,Mid,REGIONS,"Zaragoza, Spain"
SO - 000299,2014-06-25,Wholesale,FLR025,7,5045.1,3380.2170000000006,Linkbuzz Ltd,bsimsla@icio.us,Product 4,WHOLE,Local,Low,SUPER,"KOBENHAVN (Copenhagen), Denmark"
SO - 000300,2014-06-25,Wholesale,AXW291,11,1005.0,522.6,Mycone Ltd,jcruz2p@php.net,Product 10,WHOLE,Local,Low,SUPER,"Birmingham, UK"
SO - 000301,2014-06-25,Wholesale,GUT930,11,2438.8,1219.4,NCS Group,nandersonqk@blogspot.com,Product 14,WHOLE,Local,Low,SUPER,"ATHINAI (Athens), Greece"
SO - 000302,2014-06-26,Distributor,AXW291,6,3336.6,2035.3259999999998,Twinte Group,ebellpi@yandex.ru,Product 15,DIST,Regional,Mid,REGIONS,"Zaporozhye, Ukraine"
SO - 000303,2014-06-26,Wholesale,GUT930,6,1098.8,857.064,GOOD Ltd,dhanson5@com.com,Product 10,WHOLE,Local,Low,SUPER,"Wroclaw (Breslau), Poland"
SO - 000304,2014-06-26,Wholesale,AXW291,11,1902.8,970.428,NCS Group,nandersonqk@blogspot.com,Product 1,WHOLE,Local,Low,SUPER,"BEOGRAD (Belgrade), Serbia"
SO - 000305,2014-06-26,Wholesale,AXW291,11,3477.3,2190.699,Aldi Ltd,fcampbell80@360.cn,Product 10,WHOLE,Local,Low,SUPER,"Zaporozhye, Ukraine"
SO - 000306,2014-06-27,Distributor,GUT930,10,2599.6,1481.772,Vimbo Company,srice31@exblog.jp,Product 15,DIST,Regional,Mid,REGIONS,"Kraków, Poland"
SO - 000307,2014-06-27,Wholesale,NXH382,12,1078.7,506.989,Divanoodle Ltd,cgarrettkj@ted.com,Product 1,WHOLE,Local,Low,SUPER,"Poznan, Poland"
SO - 000308,2014-06-27,Distributor,GUT930,11,1045.2,533.052,Eire Corp,rgreene16@deviantart.com,Product 15,DIST,Regional,Mid,REGIONS,"Kraków, Poland"
SO - 000309,2014-06-27,Export,AXW291,11,1125.6000000000001,787.9200000000001,Eire Corp,rgreene16@deviantart.com,Product 2,EXP,International,High,INTL,"Lódz, Poland"
SO - 000310,2014-06-27,Export,GUT930,12,1105.5,762.795,Buzzshare Company,awilliamson1@craigslist.org,Product 5,EXP,International,High,INTL,"Salonika, Greece"
SO - 000311,2014-06-27,Export,AXW291,10,2606.3,1668.0320000000002,True Ltd,bcollins1t@prweb.com,Product 9,EXP,International,High,INTL,"Milano (Milan), Italy"
SO - 000312,2014-06-27,Wholesale,GUT930,7,227.8,95.676,WOCKHARDT Group,mcarter8x@feedburner.com,Product 13,WHOLE,Local,Low,SUPER,"Sevilla, Spain"
SO - 000313,2014-06-27,Wholesale,GUT930,8,167.5,123.95,NCS Group,nandersonqk@blogspot.com,Product 1,WHOLE,Local,Low,SUPER,"ATHINAI (Athens), Greece"
SO - 000314,2014-06-27,Wholesale,GUT930,6,1145.7,538.479,Rochester Group,ksmith4t@blinklist.com,Product 1,WHOLE,Local,Low,SUPER,"Frankfurt am Main, Germany"
SO - 000315,2014-06-27,Wholesale,NXH382,7,2599.6,2157.6679999999997,Topiczoom Corp,tgordondk@diigo.com,Product 9,WHOLE,Local,Low,SUPER,"Bremen, Germany"
SO - 000316,2014-06-28,Wholesale,AXW291,5,3939.6,1969.8,Viva Ltd,wyoungoo@ucla.edu,Product 5,WHOLE,Local,Low,SUPER,"Köln (Cologne), Germany"
SO - 000317,2014-06-28,Distributor,AXW291,6,2881.0,1584.5500000000002,Twinte Group,ebellpi@yandex.ru,Product 7,DIST,Regional,Mid,REGIONS,"Dnepropetrovsk, Ukraine"
SO - 000318,2014-06-28,Distributor,AXW291,8,3852.5,2003.3000000000002,Topiczoom Corp,tgordondk@diigo.com,Product 8,DIST,Regional,Mid,REGIONS,"Dnepropetrovsk, Ukraine"
SO - 000319,2014-06-28,Export,AXW291,7,1139.0,546.72,Aibox Company,smorrisba@craigslist.org,Product 12,EXP,International,High,INTL,"MINSK, Belarus"
SO - 000320,2014-06-28,Distributor,GUT930,8,2519.2000000000003,2040.5520000000004,Gabvine Ltd,aturner9s@webs.com,Product 7,DIST,Regional,Mid,REGIONS,"STOCKHOLM, Sweden"
SO - 000321,2014-06-28,Distributor,AXW291,12,1192.6000000000001,703.634,Kazu Corp,jwoodo@mit.edu,Product 5,DIST,Regional,Mid,REGIONS,"Barcelona, Spain"
SO - 000322,2014-06-28,Wholesale,GUT930,11,2412.0,1013.04,Brightdog Corp,esimpson44@canalblog.com,Product 2,WHOLE,Local,Low,SUPER,"Leeds, UK"
SO - 000323,2014-06-28,Wholesale,AXW291,9,2479.0,2057.5699999999997,Skippad Ltd,jchavezik@aboutads.info,Product 7,WHOLE,Local,Low,SUPER,"Odessa, Ukraine"
SO - 000324,2014-06-28,Wholesale,NXH382,10,1956.4,1330.352,Blogtags Ltd,rscott2f@printfriendly.com,Product 9,WHOLE,Local,Low,SUPER,"Málaga, Spain"
SO - 000325,2014-06-28,Wholesale,GUT930,9,1078.7,722.729,SAFEWAY Ltd,rclark1m@oracle.com,Product 12,WHOLE,Local,Low,SUPER,"Lvov, Ukraine"
SO - 000326,2014-06-28,Wholesale,AXW291,11,1212.7,945.9060000000001,Gigabox Group,jjohnston3t@homestead.com,Product 9,WHOLE,Local,Low,SUPER,"WIEN (Vienna), Austria"
SO - 000327,2014-06-28,Distributor,GUT930,7,978.2,821.688,Twitterbri Ltd,lburkefb@epa.gov,Product 10,DIST,Regional,Mid,REGIONS,"Wroclaw (Breslau), Poland"
SO - 000328,2014-06-28,Distributor,NXH382,10,174.20000000000002,120.19800000000001,BB17 Company,jblackn@spiegel.de,Product 13,DIST,Regional,Mid,REGIONS,"Rotterdam, Netherlands"
SO - 000329,2014-06-28,Wholesale,GUT930,5,1125.6000000000001,630.3360000000001,Dazzlesphe Corp,mpalmera6@census.gov,Product 7,WHOLE,Local,Low,SUPER,"Sevilla, Spain"
SO - 000330,2014-06-29,Distributor,NXH382,8,1065.3,468.73199999999997,Golden Corp,kmoreno34@ca.gov,Product 12,DIST,Regional,Mid,REGIONS,"Stuttgart, Germany"
SO - 000331,2014-06-29,Distributor,AXW291,8,3892.7000000000003,2724.89,Buzzbean Group,brodriguezmw@google.co.uk,Product 11,DIST,Regional,Mid,REGIONS,"WARSZAWA (Warsaw), Poland"
SO - 000332,2014-06-29,Wholesale,NXH382,5,207.70000000000002,120.46600000000001,Revitol Company,aramos9w@php.net,Product 11,WHOLE,Local,Low,SUPER,"Poznan, Poland"
SO - 000333,2014-06-29,Wholesale,AXW291,8,1185.9,948.7200000000001,Flipbug Ltd,rford65@google.co.jp,Product 11,WHOLE,Local,Low,SUPER,"Kharkov, Ukraine"
SO - 000334,2014-06-29,Export,FLR025,11,2586.2000000000003,1629.3060000000003,Holston Company,chamilton3z@geocities.jp,Product 3,EXP,International,High,INTL,"Mykolaiv, Ukraine"
SO - 000335,2014-06-29,Wholesale,AXW291,10,2579.5,1960.42,Eayo Company,jcastillo1w@independent.co.uk,Product 12,WHOLE,Local,Low,SUPER,"KIEV, Ukraine"
SO - 000336,2014-06-29,Distributor,AXW291,8,6378.400000000001,2806.496,Unit Ltd,bmcdonald47@joomla.org,Product 2,DIST,Regional,Mid,REGIONS,"KIEV, Ukraine"
SO - 000337,2014-06-29,Wholesale,NXH382,6,3008.3,2226.1420000000003,Pixoboo Corp,gpalmer43@hexun.com,Product 4,WHOLE,Local,Low,SUPER,"VILNIUS, Lithuania"
SO - 000338,2014-06-29,Wholesale,AXW291,8,1755.4,930.3620000000001,Wise Company,bmatthewsm@dot.gov,Product 15,WHOLE,Local,Low,SUPER,"Torino (Turin), Italy"
SO - 000339,2014-06-29,Wholesale,AXW291,8,1139.0,740.35,Podcat Corp,wgreenks@ocn.ne.jp,Product 13,WHOLE,Local,Low,SUPER,"RIGA, Latvia"
SO - 000340,2014-06-29,Distributor,AXW291,7,6157.3,4556.402,Ascend Ltd,wwilliamson1g@about.me,Product 4,DIST,Regional,Mid,REGIONS,"BUDAPEST, Hungary"
SO - 000341,2014-06-29,Export,AXW291,12,2231.1,1093.239,Zooxo Ltd,hmoore3c@privacy.gov.au,Product 3,EXP,International,High,INTL,"BUDAPEST, Hungary"
SO - 000342,2014-06-29,Wholesale,AXW291,9,2479.0,1859.25,Eire Corp,rgreene16@deviantart.com,Product 4,WHOLE,Local,Low,SUPER,"BEOGRAD (Belgrade), Serbia"
SO - 000343,2014-06-30,Wholesale,AXW291,11,6391.8,4793.85,Cogidoo Company,mcarrolli3@foxnews.com,Product 14,WHOLE,Local,Low,SUPER,"ROMA, Italy"
SO - 000344,2014-06-30,Export,NXH382,8,1139.0,660.62,Mita Corp,rfoxlk@slideshare.net,Product 4,EXP,International,High,INTL,"Zaragoza, Spain"
SO - 000345,2014-06-30,Wholesale,GUT930,8,2586.2000000000003,1681.0300000000002,CARDINAL Group,emarshall1o@multiply.com,Product 4,WHOLE,Local,Low,SUPER,"Kraków, Poland"
SO - 000346,2014-06-30,Wholesale,GUT930,5,3899.4,1871.712,Accord Group,egraham2o@nsw.gov.au,Product 11,WHOLE,Local,Low,SUPER,"AMSTERDAM, Netherlands"
SO - 000347,2014-06-30,Distributor,AXW291,9,951.4,599.382,Rochester Group,ksmith4t@blinklist.com,Product 10,DIST,Regional,Mid,REGIONS,"Barcelona, Spain"
SO - 000348,2014-07-01,Distributor,GUT930,9,5607.900000000001,3476.898,Pixoboo Corp,gpalmer43@hexun.com,Product 12,DIST,Regional,Mid,REGIONS,"RIGA, Latvia"
SO - 000349,2014-07-01,Export,NXH382,8,1165.8,827.718,Fivechat Company,jrose1k@163.com,Product 12,EXP,International,High,INTL,"Rotterdam, Netherlands"
SO - 000350,2014-07-01,Distributor,NXH382,12,1949.7,1520.766,Shuffledri Group,vlittle3@wordpress.com,Product 5,DIST,Regional,Mid,REGIONS,"Rotterdam, Netherlands"
SO - 000351,2014-07-01,Distributor,AXW291,9,3685.0,2690.0499999999997,Cogilith Group,bnelson17@parallels.com,Product 13,DIST,Regional,Mid,REGIONS,"ZAGREB, Croatia"
SO - 000352,2014-07-01,Wholesale,FLR025,8,2633.1,1816.8389999999997,Zoovu Corp,treynoldspc@freewebs.com,Product 11,WHOLE,Local,Low,SUPER,"Sheffield, UK"
SO - 000353,2014-07-01,Wholesale,NXH382,6,1072.0,460.96,Mydo Corp,rramoshq@jugem.jp,Product 14,WHOLE,Local,Low,SUPER,"Rotterdam, Netherlands"
SO - 000354,2014-07-01,Distributor,AXW291,10,3537.6,1910.304,Skyble Corp,dperkinsc1@washingtonpost.com,Product 4,DIST,Regional,Mid,REGIONS,"PARIS, France"
SO - 000355,2014-07-01,Distributor,GUT930,11,1092.1000000000001,622.4970000000001,Snaptags Ltd,jsullivangr@sun.com,Product 6,DIST,Regional,Mid,REGIONS,"Palermo, Italy"
SO - 000356,2014-07-01,Wholesale,NXH382,9,1748.7,1136.655,Natures Group,dbishopcy@nasa.gov,Product 9,WHOLE,Local,Low,SUPER,"Zaragoza, Spain"
SO - 000357,2014-07-01,Wholesale,AXW291,8,891.1,739.6129999999999,Accudial Company,ngarza2s@illinois.edu,Product 6,WHOLE,Local,Low,SUPER,"BERLIN, Germany"
SO - 000358,2014-07-01,Wholesale,AXW291,5,3082.0,1510.18,US Ltd,astone14@shareasale.com,Product 4,WHOLE,Local,Low,SUPER,"Lódz, Poland"
SO - 000359,2014-07-01,Wholesale,AXW291,5,1125.6000000000001,776.664,Pfizer Corp,cwillis4l@answers.com,Product 9,WHOLE,Local,Low,SUPER,"ZAGREB, Croatia"
SO - 000360,2014-07-01,Wholesale,AXW291,9,1252.9,651.508,Gigabox Group,jjohnston3t@homestead.com,Product 10,WHOLE,Local,Low,SUPER,"SOFIA, Bulgaria"
SO - 000361,2014-07-02,Distributor,FLR025,11,837.5,527.625,Eire Corp,rgreene16@deviantart.com,Product 3,DIST,Regional,Mid,REGIONS,"KOBENHAVN (Copenhagen), Denmark"
SO - 000362,2014-07-02,Wholesale,NXH382,10,1031.8,773.8499999999999,BB17 Company,jblackn@spiegel.de,Product 1,WHOLE,Local,Low,SUPER,"VILNIUS, Lithuania"
SO - 000363,2014-07-02,Wholesale,GUT930,10,2385.2000000000003,1454.9720000000002,Fatz Group,fedwards4w@latimes.com,Product 10,WHOLE,Local,Low,SUPER,"Wroclaw (Breslau), Poland"
SO - 000364,2014-07-02,Distributor,AXW291,8,1802.3,1153.472,Organon Corp,cwillis1c@theatlantic.com,Product 13,DIST,Regional,Mid,REGIONS,"Zaporozhye, Ukraine"
SO - 000365,2014-07-02,Distributor,NXH382,5,1018.4,753.616,Voolia Ltd,btaylorv@networksolutions.com,Product 10,DIST,Regional,Mid,REGIONS,"Essen, Germany"
SO - 000366,2014-07-02,Wholesale,AXW291,10,3946.3,1815.2980000000002,BTA Corp,jpeters2z@wordpress.org,Product 7,WHOLE,Local,Low,SUPER,"SOFIA, Bulgaria"
SO - 000367,2014-07-02,Distributor,AXW291,6,3953.0,2095.09,Voolia Ltd,btaylorv@networksolutions.com,Product 3,DIST,Regional,Mid,REGIONS,"Odessa, Ukraine"
SO - 000368,2014-07-03,Wholesale,AXW291,10,5098.7,3416.129,Skippad Ltd,jchavezik@aboutads.info,Product 8,WHOLE,Local,Low,SUPER,"Lódz, Poland"
SO - 000369,2014-07-03,Export,FLR025,11,3758.7000000000003,1954.5240000000001,H Ltd,pgonzales7y@youku.com,Product 15,EXP,International,High,INTL,"Hannover, Germany"
SO - 000370,2014-07-03,Distributor,AXW291,5,911.2,610.504,Skinder Group,slawsonci@meetup.com,Product 12,DIST,Regional,Mid,REGIONS,"Hamburg, Germany"
SO - 000371,2014-07-03,Wholesale,GUT930,8,904.5,379.89,Colgate-Pa Group,dmorrisf1@google.pl,Product 6,WHOLE,Local,Low,SUPER,"KISHINEV, Moldova"
SO - 000372,2014-07-03,Wholesale,AXW291,10,911.2,410.04,Johnson Ltd,rrussell6p@multiply.com,Product 8,WHOLE,Local,Low,SUPER,"Birmingham, UK"
SO - 000373,2014-07-03,Wholesale,AXW291,10,227.8,134.402,Accudial Company,ngarza2s@illinois.edu,Product 9,WHOLE,Local,Low,SUPER,"BUCURESTI (Bucharest), Romania"
SO - 000374,2014-07-03,Distributor,AXW291,5,254.6,117.116,Eire Corp,rgreene16@deviantart.com,Product 11,DIST,Regional,Mid,REGIONS,"WIEN (Vienna), Austria"
SO - 000375,2014-07-03,Wholesale,AXW291,11,683.4,444.21,Browsebug Company,jmedina4n@tumblr.com,Product 1,WHOLE,Local,Low,SUPER,"PARIS, France"
SO - 000376,2014-07-04,Wholesale,AXW291,7,3919.5,2234.115,Sanum-Kehl Group,pwells2x@zimbio.com,Product 10,WHOLE,Local,Low,SUPER,"Lódz, Poland"
SO - 000377,2014-07-04,Distributor,FLR025,10,1092.1000000000001,786.3120000000001,Z.H.T. Group,rwhitedq@nymag.com,Product 14,DIST,Regional,Mid,REGIONS,"Mykolaiv, Ukraine"
SO - 000378,2014-07-05,Wholesale,GUT930,11,924.6,536.268,Jayo Company,mreyes1q@umn.edu,Product 6,WHOLE,Local,Low,SUPER,"Kraków, Poland"
SO - 000379,2014-07-05,Distributor,GUT930,5,1018.4,794.352,Gigabox Group,jjohnston3t@homestead.com,Product 2,DIST,Regional,Mid,REGIONS,"ATHINAI (Athens), Greece"
SO - 000380,2014-07-05,Distributor,FLR025,5,1788.9,1305.897,Bluezoom Group,dwallace1v@unblog.fr,Product 7,DIST,Regional,Mid,REGIONS,"OSLO, Norway"
SO - 000381,2014-07-05,Distributor,AXW291,11,944.7,538.4789999999999,Valeant Corp,bbowman1j@phpbb.com,Product 12,DIST,Regional,Mid,REGIONS,"Barcelona, Spain"
SO - 000382,2014-07-05,Distributor,AXW291,6,3959.7000000000003,2573.8050000000003,Mydo Corp,rramoshq@jugem.jp,Product 6,DIST,Regional,Mid,REGIONS,"Torino (Turin), Italy"
SO - 000383,2014-07-05,Distributor,AXW291,12,167.5,70.35,Colgate-Pa Group,dmorrisf1@google.pl,Product 7,DIST,Regional,Mid,REGIONS,"ZAGREB, Croatia"
SO - 000384,2014-07-05,Export,AXW291,8,3872.6,1975.026,Buzzbean Group,brodriguezmw@google.co.uk,Product 12,EXP,International,High,INTL,"SOFIA, Bulgaria"
SO - 000385,2014-07-05,Distributor,GUT930,5,6539.2,3858.1279999999997,CARDINAL Group,emarshall1o@multiply.com,Product 7,DIST,Regional,Mid,REGIONS,"Salonika, Greece"
SO - 000386,2014-07-05,Wholesale,AXW291,6,1025.1000000000001,779.0760000000001,Liberty Group,gperez2a@fda.gov,Product 11,WHOLE,Local,Low,SUPER,"MINSK, Belarus"
SO - 000387,2014-07-05,Wholesale,GUT930,5,938.0,572.18,Voonyx Group,sandrews4j@cisco.com,Product 8,WHOLE,Local,Low,SUPER,"STOCKHOLM, Sweden"
SO - 000388,2014-07-05,Distributor,FLR025,11,1045.2,804.8040000000001,Quaxo Ltd,jgray33@blogtalkradio.com,Product 3,DIST,Regional,Mid,REGIONS,"Mykolaiv, Ukraine"
SO - 000389,2014-07-05,Export,GUT930,9,167.5,112.22500000000001,Organon Corp,cwillis1c@theatlantic.com,Product 5,EXP,International,High,INTL,"Valencia, Spain"
